name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,gmap_id,url
Chevron,2950 SW Martin Downs Blvd,Palm City,FL,34990,27.171962999999998,-80.293376,1.3,18,['gas Station' 'chauffeur Service' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88dec2dbf8a20d95:0x797aae896180a52f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dec2dbf8a20d95:0x797aae896180a52f?authuser=-1&hl=en&gl=us
Chevron,2000 US-1,Rockledge,FL,32955,28.321595,-80.71448529999999,2.1,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '6AM–10PM'], dtype=object)
 array(['Friday', '6AM–10PM'], dtype=object)
 array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '6AM–10PM'], dtype=object)
 array(['Monday', '6AM–10PM'], dtype=object)]",0x88de02258a355d2b:0x172645a8fbfdf59b,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de02258a355d2b:0x172645a8fbfdf59b?authuser=-1&hl=en&gl=us
Chevron,2620 Weston Rd,Fort Lauderdale,FL,33331,26.0857837,-80.3710473,3.7,38,['gas Station' 'auto Repair Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d9a0ade4e9ede5:0x6abfab66d2be693,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a0ade4e9ede5:0x6abfab66d2be693?authuser=-1&hl=en&gl=us
Kangaroo Express,5051 Gateway Ave,Orlando,FL,32821,28.416349,-81.441615,3.3,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e77e106283ef2b:0x7de513c4a5158a78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77e106283ef2b:0x7de513c4a5158a78?authuser=-1&hl=en&gl=us
Chevron,916 US-301,Tampa,FL,33619,27.941213899999997,-82.3530294,2.0,18,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump'],,0x88c2cfa92e8a8cdd:0xc08d2c3e82a221e5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cfa92e8a8cdd:0xc08d2c3e82a221e5?authuser=-1&hl=en&gl=us
Roberts Oxygen,2950 Parkway St,Lakeland,FL,33811,27.991642799999997,-82.00470829999999,4.8,6,['welding Gas Supplier' 'dry Ice Supplier' 'helium Gas Supplier' 'industrial Gas Supplier' 'oxygen Equipment Supplier' 'safety Equipment Supplier' 'welding Supply Store'],"[array(['Tuesday', '7:30AM–5PM'], dtype=object)
 array(['Wednesday', '7:30AM–5PM'], dtype=object)
 array(['Thursday', '7:30AM–5PM'], dtype=object)
 array(['Friday', '7:30AM–5PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–5PM'], dtype=object)]",0x88dd39bfc8245097:0x9a04e29f4db3f28a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd39bfc8245097:0x9a04e29f4db3f28a?authuser=-1&hl=en&gl=us
Circle K,2631 Sanford Ave,Sanford,FL,32773,28.779765599999998,-81.2644559,4.9,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e71344981f51e5:0x9e5663a9eebf79f4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71344981f51e5:0x9e5663a9eebf79f4?authuser=-1&hl=en&gl=us
Kangaroo Express,20 NE Waldo Rd,Gainesville,FL,32641,29.6527294,-82.3115175,3.1,18,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e8a3fa170a3431:0xeea228b104ab6ea6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a3fa170a3431:0xeea228b104ab6ea6?authuser=-1&hl=en&gl=us
Kangaroo Express,400 FL-26,Melrose,FL,32666,29.7100008,-82.04349239999999,3.9,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e61a9f09906d59:0x797c68c45fc00fd7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e61a9f09906d59:0x797c68c45fc00fd7?authuser=-1&hl=en&gl=us
Chevron,2550 W State Rd 434,Longwood,FL,32779,28.687821999999997,-81.4076971,3.8,18,['gas Station' 'diesel Fuel Supplier' 'fuel Pump'],,0x88e773dd87f4d32f:0x28cbe1a2db061dc8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e773dd87f4d32f:0x28cbe1a2db061dc8?authuser=-1&hl=en&gl=us
Circle K,24520 FL-44,Sorrento,FL,32776,28.851546,-81.551113,3.3,6,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e7a0dd7bbf3bf5:0x43db906b2d50e1ec,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7a0dd7bbf3bf5:0x43db906b2d50e1ec?authuser=-1&hl=en&gl=us
Kangaroo Express,312 W Brownlee St,Starke,FL,32091,29.95094,-82.10948599999999,4.0,8,['convenience Store' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e5fdc6b2f51a43:0xbbee57404b064323,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5fdc6b2f51a43:0xbbee57404b064323?authuser=-1&hl=en&gl=us
Chevron,8698 SW 40th St,Miami,FL,33155,25.732684,-80.3353819,2.5,17,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d9b890f4ca9371:0xf16a4758010c8bae,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b890f4ca9371:0xf16a4758010c8bae?authuser=-1&hl=en&gl=us
Circle K,3300 Crill Ave,Palatka,FL,32177,29.6420517,-81.66392499999999,3.8,5,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88e665c0ab740d65:0x1888b2f559edd12,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e665c0ab740d65:0x1888b2f559edd12?authuser=-1&hl=en&gl=us
nexAir,8555 NW 64th St,Miami,FL,33166,25.832184599999998,-80.33645849999999,4.9,7,['welding Supply Store' 'industrial Gas Supplier' 'safety Equipment Supplier' 'welding Gas Supplier'],"[array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8AM–5PM'], dtype=object)
 array(['Tuesday', '8AM–5PM'], dtype=object)
 array(['Wednesday', '8AM–5PM'], dtype=object)
 array(['Thursday', '8AM–5PM'], dtype=object)
 array(['Friday', '8AM–5PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)]",0x88d9bbc6a4466a81:0x4221bfedfdec4153,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bbc6a4466a81:0x4221bfedfdec4153?authuser=-1&hl=en&gl=us
Airgas Store,1601 Florida Ave,Panama City,FL,32405,30.177174299999997,-85.6687312,4.0,14,['welding Supply Store' 'gas Cylinders Supplier' 'industrial Equipment Supplier' 'industrial Gas Supplier' 'safety Equipment Supplier' 'welding Gas Supplier'],"[array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–4:30PM'], dtype=object)
 array(['Tuesday', '7:30AM–4:30PM'], dtype=object)
 array(['Wednesday', '7:30AM–4:30PM'], dtype=object)
 array(['Thursday', '7:30AM–4:30PM'], dtype=object)
 array(['Friday', '7:30AM–4:30PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)]",0x8893815ed863d0fd:0xa387ac305c37cf47,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893815ed863d0fd:0xa387ac305c37cf47?authuser=-1&hl=en&gl=us
Circle K,700 S Kirkman Rd,Orlando,FL,32811,28.532576499999998,-81.459683,2.0,17,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88e7790fe1850f97:0x3c273c661c498c4a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7790fe1850f97:0x3c273c661c498c4a?authuser=-1&hl=en&gl=us
Circle K,1501 Gulf to Bay Blvd,Clearwater,FL,33755,27.9602602,-82.77488389999999,2.8,8,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88c2f05706c62e65:0xa9668cfed08ec165,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f05706c62e65:0xa9668cfed08ec165?authuser=-1&hl=en&gl=us
Circle K,3100 Aloma Ave,Winter Park,FL,32792,28.604100799999998,-81.3066388,2.4,18,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88e76fbd53ea3221:0x189134cd72ddb408,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76fbd53ea3221:0x189134cd72ddb408?authuser=-1&hl=en&gl=us
Circle K,5944 20th St E,Ellenton,FL,34222,27.5318498,-82.5035078,2.4,15,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88c33ccc91cd2a01:0x3ad289b39c54d89d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c33ccc91cd2a01:0x3ad289b39c54d89d?authuser=-1&hl=en&gl=us
Chevron,1277 W Hillsboro Blvd,Deerfield Beach,FL,33442,26.318392,-80.120502,2.6,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d91d9f5f5383bf:0xc2de666a5bb176f2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91d9f5f5383bf:0xc2de666a5bb176f2?authuser=-1&hl=en&gl=us
Flash Foods,2540 Blanding Blvd,Middleburg,FL,32068,30.069039999999998,-81.86626,3.8,25,['convenience Store' 'atm' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88e5e78aa51114bd:0x98cf1b8691f238e3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5e78aa51114bd:0x98cf1b8691f238e3?authuser=-1&hl=en&gl=us
Chevron,13501 Tamiami Trail,North Port,FL,34287,27.0465643,-82.2508182,1.8,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Saturday', '7AM–9PM'], dtype=object)
 array(['Sunday', '7AM–9PM'], dtype=object)
 array(['Monday', '5:30AM–9PM'], dtype=object)
 array(['Tuesday', '5:30AM–9PM'], dtype=object)
 array(['Wednesday', '5:30AM–9PM'], dtype=object)
 array(['Thursday', '5:30AM–9PM'], dtype=object)
 array(['Friday', '5:30AM–9PM'], dtype=object)]",0x88c35486f1c256bf:0xbe2a702ce2ce5ae8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c35486f1c256bf:0xbe2a702ce2ce5ae8?authuser=-1&hl=en&gl=us
Circle K,2683 N Monroe St,Tallahassee,FL,32303,30.4779417,-84.2982148,2.5,28,['convenience Store' 'atm' 'diesel Fuel Supplier' 'gas Station'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88ecf5c5df19b435:0x7634736446fd4dc,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf5c5df19b435:0x7634736446fd4dc?authuser=-1&hl=en&gl=us
Kangaroo Express,1717 US-17,Pierson,FL,32180,29.1872056,-81.4205006,2.8,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88e6fdd316328b89:0x7651d692073401d6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6fdd316328b89:0x7651d692073401d6?authuser=-1&hl=en&gl=us
Circle K,3 US Hwy 27 N,Avon Park,FL,33825,27.595976999999998,-81.515023,4.0,1,['convenience Store' 'diesel Fuel Supplier' 'gas Station'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88dc5571e263003b:0x53b6a9574f61f669,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc5571e263003b:0x53b6a9574f61f669?authuser=-1&hl=en&gl=us
Circle K,91 FL-436,Altamonte Springs,FL,32714,28.66247,-81.3899636,3.8,8,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88e77171a66389d7:0x151eb7e1dc693095,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77171a66389d7:0x151eb7e1dc693095?authuser=-1&hl=en&gl=us
Chevron,7435 US-301,Hawthorne,FL,32640,29.585955499999997,-82.08473409999999,1.5,6,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump'],"[array(['Friday', '6AM–11PM'], dtype=object)
 array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '6AM–10PM'], dtype=object)
 array(['Monday', '6AM–10PM'], dtype=object)
 array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '5AM–10PM'], dtype=object)]",0x88e618f7de55b4ad:0x1b516b979d11f52b,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e618f7de55b4ad:0x1b516b979d11f52b?authuser=-1&hl=en&gl=us
Chevron,1790 W Hillsboro Blvd,Deerfield Beach,FL,33442,26.3175734,-80.1277297,2.0,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d91d9f58a88ec3:0x4cc185a53eff1c83,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91d9f58a88ec3:0x4cc185a53eff1c83?authuser=-1&hl=en&gl=us
Circle K,1050 Bobcat Trail,North Port,FL,34288,27.0530892,-82.15790729999999,2.7,13,['convenience Store' 'atm' 'car Wash' 'diesel Fuel Supplier' 'gas Station'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88dcac771e708e71:0xecd1e139eb01e006,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dcac771e708e71:0xecd1e139eb01e006?authuser=-1&hl=en&gl=us
Circle K,800 S Ponce De Leon Blvd,St. Augustine,FL,32084,29.881549,-81.325695,3.7,15,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88e427f10501610f:0x7cb68135feebb0b5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e427f10501610f:0x7cb68135feebb0b5?authuser=-1&hl=en&gl=us
Circle K,3820 Canoe Creek Rd,St Cloud,FL,34772,28.1803656,-81.2829545,2.7,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88dd91b9972c91c9:0x4fd6acb78d969e76,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd91b9972c91c9:0x4fd6acb78d969e76?authuser=-1&hl=en&gl=us
Circle K,908 W Fletcher Ave,Tampa,FL,33612,28.0685382,-82.467919,2.7,15,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88c2c7363ada8f7f:0xfd5338b2cd574419,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c7363ada8f7f:0xfd5338b2cd574419?authuser=-1&hl=en&gl=us
Chevron,4100 NW 27th Ave,Miami,FL,33142,25.8132332,-80.2406792,2.1,18,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Friday', '8AM–5PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8AM–5PM'], dtype=object)
 array(['Tuesday', '8AM–5PM'], dtype=object)
 array(['Wednesday', '8AM–5PM'], dtype=object)
 array(['Thursday', '8AM–5PM'], dtype=object)]",0x88d9b0d22a9cbc03:0x81222e84d00e0399,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b0d22a9cbc03:0x81222e84d00e0399?authuser=-1&hl=en&gl=us
